hotspot_id,is_discovered_cluster,centroid_lat,centroid_lon,violation_count,avg_PIS,police_station,junction_name,peak_window,impact_score
227,True,12.968545786666667,77.64987523866667,75,12.933333333333334,Jeevanbheemanagar,Discovered Cluster #227,02:00–04:00,970.0
228,True,12.906742945833335,77.633242275,24,10.875,HSR Layout,Discovered Cluster #228,06:00–08:00,261.0
229,True,12.972669759973016,77.64699376627098,27,14.833333333333334,Jeevanbheemanagar,Discovered Cluster #229,08:00–10:00,400.5
230,True,12.910322071875,77.685759228125,32,13.125,Bellandur,Discovered Cluster #230,07:00–09:00,420.0
231,True,12.9961059,77.6170650975,40,6.1875,Pulikeshinagar(F.Town),Discovered Cluster #231,09:00–11:00,247.5
232,True,13.034598219354839,77.62357144193548,31,10.35483870967742,K.G. Halli,Discovered Cluster #232,04:00–06:00,321.0
233,True,12.875990993103448,77.61671797931034,29,10.258620689655173,Hulimavu,Discovered Cluster #233,12:00–14:00,297.5
234,True,13.007955415384616,77.55691977435897,39,4.480769230769231,Malleshwaram,Discovered Cluster #234,03:00–05:00,174.75
235,True,12.978258135135135,77.64165528918919,37,6.79054054054054,Jeevanbheemanagar,Discovered Cluster #235,07:00–09:00,251.25
236,True,13.098261205263158,77.59828015789473,19,7.855263157894737,Yelahanka,Discovered Cluster #236,04:00–06:00,149.25
237,True,13.030040621052631,77.53819822105262,38,15.078947368421053,Yeshwanthpura,Discovered Cluster #237,01:00–03:00,573.0
238,True,13.06197419,77.587256095,20,10.05,Kodigehalli,Discovered Cluster #238,13:00–15:00,201.0
239,True,12.990670034999999,77.6007912,20,12.975,Shivajinagar,Discovered Cluster #239,03:00–05:00,259.5
240,True,12.924138425099782,77.67305514057144,35,18.542857142857144,Bellandur,Discovered Cluster #240,11:00–13:00,649.0
241,True,12.946267520000001,77.58810513,20,9.375,Wilson Garden,Discovered Cluster #241,03:00–05:00,187.5
242,True,13.072173761538462,77.59202658076923,26,8.471153846153847,Kodigehalli,Discovered Cluster #242,09:00–11:00,220.25
243,True,12.95635785116279,77.73214930465116,43,9.127906976744185,Whitefield,Discovered Cluster #243,09:00–11:00,392.5
244,True,12.95927215,77.656993345,20,11.35,Jeevanbheemanagar,Discovered Cluster #244,05:00–07:00,227.0
245,True,13.119928548275862,77.61002135172414,29,9.0,Yelahanka,Discovered Cluster #245,03:00–05:00,261.0
246,True,12.991585602884614,77.65230233269232,104,3.0240384615384617,Banaswadi,Discovered Cluster #246,07:00–09:00,314.5
247,True,12.909626129166668,77.64454515833333,48,11.0625,HSR Layout,Discovered Cluster #247,09:00–11:00,531.0
248,True,12.8625025,77.53015081818182,22,13.090909090909092,Thalagattapura,Discovered Cluster #248,11:00–13:00,288.0
249,True,12.85493845357143,77.66490254642858,28,9.125,Electronic City,Discovered Cluster #249,08:00–10:00,255.5
250,True,12.918323638461537,77.65174117307693,26,7.586538461538462,HSR Layout,Discovered Cluster #250,06:00–08:00,197.25
251,True,13.05986084670702,77.57667303432608,21,10.714285714285714,Kodigehalli,Discovered Cluster #251,04:00–06:00,224.99999999999997
252,True,12.983763534812192,77.52910734949099,20,7.125,Kamakshipalya,Discovered Cluster #252,12:00–14:00,142.5
253,True,13.071037566666666,77.59252954545455,33,3.053030303030303,Kodigehalli,Discovered Cluster #253,11:00–13:00,100.75
254,True,13.047380576190475,77.57160801428572,21,15.595238095238095,Kodigehalli,Discovered Cluster #254,02:00–04:00,327.5
255,True,12.883623745454544,77.64292432727274,22,3.75,Hulimavu,Discovered Cluster #255,02:00–04:00,82.5
256,True,13.072634208333334,77.59016873541667,48,12.28125,Kodigehalli,Discovered Cluster #256,11:00–13:00,589.5
257,True,13.120481692307692,77.63201265384615,13,9.884615384615385,Yelahanka,Discovered Cluster #257,01:00–03:00,128.5
258,True,13.005979014285716,77.59321367619047,21,9.285714285714286,R.T. Nagar,Discovered Cluster #258,02:00–04:00,195.00000000000003
259,True,12.927056396296296,77.69483560370371,27,10.666666666666666,Bellandur,Discovered Cluster #259,04:00–06:00,288.0
260,True,13.0012844245283,77.59545703018868,53,11.122641509433961,R.T. Nagar,Discovered Cluster #260,11:00–13:00,589.5
261,True,12.854323651724139,77.6621129448276,29,3.1379310344827585,Electronic City,Discovered Cluster #261,10:00–12:00,91.0
262,True,12.999558084444445,77.59700864666667,45,9.2,R.T. Nagar,Discovered Cluster #262,04:00–06:00,413.99999999999994
263,True,13.01872424736842,77.59220016052632,38,5.526315789473684,R.T. Nagar,Discovered Cluster #263,04:00–06:00,210.0
264,True,13.010357277272727,77.54337675000001,22,9.545454545454545,Rajajinagar,Discovered Cluster #264,11:00–13:00,210.0
265,True,13.02202427826087,77.53270120869566,23,6.032608695652174,Rajajinagar,Discovered Cluster #265,14:00–16:00,138.75
266,True,12.914376798168513,77.48131944409091,22,11.113636363636363,Kengeri,Discovered Cluster #266,05:00–07:00,244.5
267,True,12.8509053,77.65745645744681,47,5.3138297872340425,Electronic City,Discovered Cluster #267,12:00–14:00,249.75
268,True,12.990871508112814,77.68771663758193,23,8.869565217391305,Mahadevapura,Discovered Cluster #268,06:00–08:00,204.0
269,True,13.025132821052631,77.58534014736843,19,3.710526315789474,R.T. Nagar,Discovered Cluster #269,03:00–05:00,70.5
270,True,12.950457253571429,77.52182704642857,28,9.089285714285714,Byatarayanapura,Discovered Cluster #270,11:00–13:00,254.49999999999997
271,True,12.936539755047535,77.70368785625558,14,8.839285714285714,HAL Old Airport,Discovered Cluster #271,12:00–14:00,123.74999999999999
272,True,12.911290894999999,77.64459288,20,15.9,HSR Layout,Discovered Cluster #272,09:00–11:00,318.0
1000,False,12.974977769919427,77.57895228791406,4468,9.957363473589973,Upparpet,BTP044 - Sagar Theatre Junction,09:00–11:00,44489.5
1001,False,12.981198993397728,77.60846573643606,5882,10.506375382522952,Shivajinagar,BTP051 - Safina Plaza Junction,10:00–12:00,61798.50000000001
1002,False,12.997496244673503,77.54696107350536,385,8.32987012987013,Vijayanagara,BTP205 - Modi Hospital Junction,08:00–10:00,3207.0
1003,False,12.988444108779458,77.59184861866619,122,10.438524590163935,High ground,BTP034 - LRDE Junction,08:00–10:00,1273.5
1004,False,12.976618052667375,77.57661597744952,4705,9.181137088204038,Upparpet,BTP040 - Elite Junction,09:00–11:00,43197.25
1005,False,12.992900784244553,77.58818762646376,1526,5.392857142857143,High ground,BTP032 - Windsor Circle,03:00–05:00,8229.5
1006,False,12.962575253521127,77.55813406760564,71,9.21830985915493,Magadi Road,BTP091 - Sirsi Circle,03:00–05:00,654.5
1007,False,12.9793429298952,77.57440626309983,1813,10.236486486486486,Upparpet,BTP057 - Anand Rao Junction,09:00–11:00,18558.75
1008,False,12.97150985882353,77.5969948947479,476,12.173319327731093,Cubbon Park,BTP063 - Siddalingaiah Circle,10:00–12:00,5794.5
1009,False,12.968850608572716,77.53669337440863,473,7.372093023255814,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",11:00–13:00,3487.0
1010,False,12.965236061291954,77.53789868470861,1273,3.4218381775333855,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",11:00–13:00,4356.0
1011,False,12.914672044651162,77.60825404186046,215,9.105813953488372,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",12:00–14:00,1957.75
1012,False,12.928852774657534,77.58262042876711,146,11.922945205479452,Jayanagara,BTP220 - Puttanna Junction,11:00–13:00,1740.75
1013,False,12.964532716212755,77.57734019605452,3783,10.46411578112609,City Market,BTP082 - KR Market Junction,01:00–03:00,39585.75
1014,False,12.97352827037037,77.58116998888889,1053,10.18019943019943,Upparpet,BTP038 - Mysore Bank Junction,09:00–11:00,10719.75
1015,False,12.96669376408046,77.57440335938698,1044,12.921455938697317,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",10:00–12:00,13489.999999999998
1016,False,12.96264155882353,77.58983764411765,34,11.779411764705882,Halasuru Gate,BTP064 - Devanga Hostel Junction,07:00–09:00,400.5
1017,False,12.993659926356933,77.55381417336051,466,8.48980686695279,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",01:00–03:00,3956.25
1018,False,12.94573485339806,77.5957099815534,103,10.470873786407767,Wilson Garden,"BTP123 - 10th Cross, Wilson Garden",11:00–13:00,1078.5
1019,False,12.926756434821428,77.55078105267857,112,7.600446428571429,Banashankari,BTP155 - Katriguppe Junction,08:00–10:00,851.25
1020,False,12.936720609482759,77.60269414051724,116,9.825431034482758,Mico Layout,BTP126 - Dairy Circle,05:00–07:00,1139.75
1021,False,12.977045431320505,77.5747814132714,1507,9.598208360982083,Upparpet,BTP045 - Danvanthri Road Junction,10:00–12:00,14464.499999999998
1022,False,12.986309651115961,77.57899448477256,379,10.932058047493404,High ground,BTP054 - Shivananda Circle,07:00–09:00,4143.25
1023,False,12.964412068857591,77.5830609187011,1278,9.02073552425665,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",10:00–12:00,11528.5
1024,False,12.96118785625,77.58455421250001,48,10.171875,Halasuru Gate,"BTP168 - MSR Building, JC Road",06:00–08:00,488.25
1025,False,12.9350359976,77.5846406392,125,8.41,Jayanagara,BTP218 - Syndicate Bank Junction,08:00–10:00,1051.25
1026,False,12.998918009448568,77.54950488817951,1586,6.483291298865069,Rajajinagar,BTP027 - Modi Bridge Junction,08:00–10:00,10282.5
1027,False,12.928324412598425,77.58584631181103,127,10.210629921259843,Jayanagara,BTP225 - Geetha Junction,09:00–11:00,1296.75
1028,False,12.984653420689655,77.59455916724137,58,10.318965517241379,Cubbon Park,BTP166 - Coffee Board Junction,05:00–07:00,598.5
1029,False,12.955013827380954,77.58042188928572,84,8.3125,City Market,BTP119 - Minerva Circle,06:00–08:00,698.25
1030,False,12.945867522482375,77.57039015146333,174,11.724137931034482,Basavanagudi,BTP215 - Vanivillas Junction,10:00–12:00,2040.0
1031,False,12.98342298277087,77.60344006230018,2252,11.785190941385435,Shivajinagar,BTP211 - Central Street Junction,10:00–12:00,26540.25
1032,False,12.979021375722523,77.57865818029329,2318,11.470340811044004,Upparpet,BTP058 - Subbanna Junction,01:00–03:00,26588.25
1033,False,12.974209033187055,77.545292690565,1823,6.428003291278113,Vijayanagara,BTP020 - Hosahalli Metro Station,04:00–06:00,11718.25
1034,False,12.952039654716982,77.59044575283019,53,11.915094339622641,Wilson Garden,BTP121 - KH Circle,08:00–10:00,631.5
1035,False,12.974644583123425,77.54741107153653,397,8.343198992443325,Vijayanagara,BTP069 - MC Circle,08:00–10:00,3312.25
1036,False,12.973480886547085,77.55089874899103,892,9.860145739910314,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",11:00–13:00,8795.25
1037,False,12.94542224761905,77.60272476666667,21,11.357142857142858,Adugodi,BTP134 - Mico Bande,03:00–05:00,238.5
1038,False,12.987833013374571,77.53748843619124,244,8.366803278688524,Vijayanagara,BTP208 - Havanur Circle,10:00–12:00,2041.4999999999998
1039,False,12.983448223257106,77.54859206339397,176,9.083806818181818,Magadi Road,"BTP024 - NPS, Vijayanagar",04:00–06:00,1598.75
1040,False,12.987082482702704,77.55520818594594,185,10.183783783783785,Rajajinagar,"BTP210 - 50th cross, 12th Main , Rajajinagar",04:00–06:00,1884.0000000000002
1041,False,12.951029214285715,77.60665308571429,70,13.67142857142857,Ashok Nagar,BTP132 - Anepalya Junction,11:00–13:00,957.0
1042,False,12.991976086,77.53852683,50,10.05,Vijayanagara,BTP207 - 8th Main Road Basaveshwara Nagar,10:00–12:00,502.50000000000006
1043,False,12.961740155526314,77.59953285605263,380,7.833552631578947,Ashok Nagar,BTP172 - Nanjappa Circle,05:00–07:00,2976.75
1044,False,12.953815313872918,77.54333742664406,315,3.196825396825397,Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",10:00–12:00,1007.0000000000001
1045,False,12.93117602041885,77.58459846020942,191,12.801047120418849,Jayanagara,BTP219 - Canara Bank Junction,11:00–13:00,2445.0
1046,False,12.968066137333334,77.58874301266665,150,8.958333333333334,Halasuru Gate,BTP076 - Hudson Circle,02:00–04:00,1343.75
1047,False,12.964915415789473,77.58475336140351,57,10.236842105263158,Halasuru Gate,BTP079 - Town Hall Junction,10:00–12:00,583.5
1048,False,12.96054626724138,77.58723999655173,116,10.743534482758621,Halasuru Gate,BTP180 - Swagath Poornima Theatre,09:00–11:00,1246.25
1049,False,12.956572720608108,77.58602540506757,296,11.561655405405405,Wilson Garden,BTP192 - Urvashi Theater,10:00–12:00,3422.25
1050,False,12.979895092121517,77.55486575412323,211,17.209715639810426,Magadi Road,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",12:00–14:00,3631.25
1051,False,12.95260133730534,77.5411796510953,410,6.11219512195122,Byatarayanapura,BTP096 - Gali Anjaneya Temple,01:00–03:00,2506.0
1052,False,12.906417760217392,77.57315105065217,46,12.53804347826087,J.P. Nagar,"BTP159 - JP Nagar Metro, ORR",11:00–13:00,576.75
1053,False,12.969067881,77.6002887665,200,11.0825,Ashok Nagar,"BTP099 - Cash Pharmacy, Residency Road",05:00–07:00,2216.5
1054,False,13.00777223936073,77.55464902063927,1095,13.55365296803653,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",10:00–12:00,14841.250000000002
1055,False,12.985188595642612,77.55385094237738,351,8.836894586894587,Rajajinagar,BTP061 - Bhashyam Circle,09:00–11:00,3101.75
1056,False,12.943962315717858,77.57143034614516,702,8.022079772079772,Basavanagudi,BTP108 - Tagore Park Junction,10:00–12:00,5631.5
1057,False,12.911531048672567,77.58609670884955,113,10.393805309734514,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",11:00–13:00,1174.5
1058,False,13.008877536630008,77.54920832600195,624,8.147836538461538,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,10:00–12:00,5084.25
1059,False,12.962781155978261,77.59836376793479,184,7.230978260869565,Ashok Nagar,BTP100 - Richmond Circle,04:00–06:00,1330.5
1060,False,12.97579000643013,77.5615621504878,369,8.142276422764228,Magadi Road,BTP074 - Leprosy Hospital Junction,04:00–06:00,3004.5
1061,False,12.976506216831684,77.5852301940594,101,10.492574257425742,Upparpet,BTP037 - KR Circle,04:00–06:00,1059.75
1062,False,12.95955479703154,77.57666911372912,539,10.328849721706865,City Market,BTP104 - Medical College Circle,04:00–06:00,5567.25
1063,False,12.972529560626615,77.5381363494018,286,9.793706293706293,Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,10:00–12:00,2801.0
1064,False,12.982397111776955,77.55992122603615,402,11.626243781094526,Magadi Road,BTP010 - Rajajinagar Entrance,11:00–13:00,4673.75
1065,False,12.999424556528126,77.55073900457668,574,9.5801393728223,Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar",08:00–10:00,5499.0
1066,False,13.002455863116056,77.5501098753577,629,9.883545310015899,Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",07:00–09:00,6216.750000000001
1067,False,12.90833322261905,77.60080585238094,84,9.666666666666666,Mico Layout,BTP130 - GD Mara Junction,06:00–08:00,812.0
1068,False,12.982308775675676,77.59866136621622,74,11.614864864864865,Shivajinagar,BTP173 - TMC,08:00–10:00,859.5
1069,False,12.98119319343318,77.59842454815667,868,6.632488479262673,Shivajinagar,BTP042 - Minsk Square Junction (CTO),04:00–06:00,5757.0
1070,False,12.958280056206897,77.57758386827587,290,9.791379310344828,City Market,BTP118 - Basappa Circle,04:00–06:00,2839.5
1071,False,12.932043314193548,77.61291799032259,155,12.07258064516129,Adugodi,BTP140 - Madiwala Check Post,02:00–04:00,1871.25
1072,False,12.934316957222222,77.60838739611111,180,8.356944444444444,Mico Layout,BTP136 - Hosur-Tavarkere Road Junction,02:00–04:00,1504.25
1073,False,12.974323229890409,77.55194069721873,245,10.35,Magadi Road,BTP071 - Prasanna Junction,12:00–14:00,2535.75
1074,False,12.99033687414634,77.55361042341463,205,8.129268292682926,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",05:00–07:00,1666.5
1075,False,12.971316586111776,77.57550410954526,709,9.991184767277856,City Market,BTP043 - Upparpet Junction,08:00–10:00,7083.75
1076,False,12.990529225413711,77.55115152139716,186,9.64516129032258,Rajajinagar,"BTP170 - Dr. Bheem Rao Palace, Chord Road",02:00–04:00,1794.0
1077,False,12.976936568141593,77.57075569238938,565,12.695575221238938,Chamarajpet,BTP048 - Shanthala Junction,07:00–09:00,7173.0
1078,False,12.904714757894736,77.58659179824562,57,14.013157894736842,J.P. Nagar,"BTP221 - 15th Cross, 24th Main, JP Nagar",08:00–10:00,798.75
1079,False,12.958067217699115,77.58128097345133,113,6.95575221238938,City Market,BTP167 - JC Road Junction,06:00–08:00,786.0
1080,False,12.96585247051282,77.58539381923077,78,11.173076923076923,Halasuru Gate,BTP078 - NR Square Junction,10:00–12:00,871.5
1081,False,12.912213550442479,77.57330892035398,113,7.95353982300885,Jayanagara,"BTP117 - 9th Cross, Kanakapura Road",03:00–05:00,898.75
1082,False,12.917290036036707,77.57373794538526,184,8.576086956521738,Jayanagara,"BTP115 - Sahasra Hospital, Jayanagar",03:00–05:00,1577.9999999999998
1083,False,12.963765475437837,77.64216252359928,323,15.192724458204335,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",08:00–10:00,4907.25
1084,False,12.906502590909092,77.57751178181819,11,10.022727272727273,J.P. Nagar,"BTP161 - 15th Cross, 35th Main, JP Nagar",11:00–13:00,110.25
1085,False,12.923620679686866,77.61937351924857,207,18.217391304347824,Madiwala,BTP137 - Madiwala Traffic PS Junction,01:00–03:00,3770.9999999999995
1086,False,12.979845745544555,77.5924834049505,101,10.551980198019802,Cubbon Park,BTP047 - Vidhan Soudha Metro Station,11:00–13:00,1065.75
1087,False,12.977445537190082,77.59054647520661,121,8.677685950413224,Cubbon Park,BTP041 - Gopal Gowda Circle,02:00–04:00,1050.0
1088,False,12.980998947674381,77.58787399565288,116,12.297413793103448,Cubbon Park,BTP052 - CID Carlton House Junction,07:00–09:00,1426.5
1089,False,12.905917635294118,77.59309948627451,51,10.529411764705882,J.P. Nagar,BTP222 - Delmia Circle,02:00–04:00,537.0
1090,False,12.99851919445629,77.55306201833689,469,9.47547974413646,Malleshwaram,BTP008 - Navarang Theatre,08:00–10:00,4444.0
1091,False,12.91760202463768,77.57305331014493,69,7.956521739130435,Banashankari,"BTP113 - 27th Cross, Pai Vista, KR Road",03:00–05:00,549.0
1092,False,12.987589524,77.55949845,50,15.635,Rajajinagar,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",10:00–12:00,781.75
1093,False,12.911305898214286,77.57801831964285,56,7.433035714285714,J.P. Nagar,BTP196 - Sarakki Main Road,11:00–13:00,416.25
1094,False,12.91636216,77.58526277749999,80,11.634375,J.P. Nagar,"BTP177 - Aurobindo Circle, ORR",11:00–13:00,930.75
1095,False,12.966223498305085,77.56937154237289,59,10.309322033898304,Chamarajpet,BTP085 - Briyand Circle,02:00–04:00,608.25
1096,False,12.960801483333334,77.56341168055556,36,16.291666666666668,Chamarajpet,"BTP089 - Police Quarters, Sultan Road",02:00–04:00,586.5
1097,False,12.902271966666667,77.60116661666667,6,11.125,J.P. Nagar,BTP181 - Bileka Halli Junction,10:00–12:00,66.75
1098,False,12.947718018571427,77.5915983157143,70,13.678571428571429,Wilson Garden,BTP122 - Siddapura Junction,02:00–04:00,957.5
1099,False,12.940692755208334,77.57254685104166,96,6.713541666666667,Basavanagudi,BTP109 - Dewan Madhava Rao Junction,04:00–06:00,644.5
1100,False,12.935769962719297,77.6154128114035,456,10.161184210526315,Adugodi,BTP135 - UCO Bank Junction,08:00–10:00,4633.5
1101,False,12.978503076192984,77.54272474789111,188,9.763297872340425,Magadi Road,BTP067 - Jai Muni Rao Circle,10:00–12:00,1835.5
1102,False,12.990447492753622,77.58861449275363,138,5.782608695652174,High ground,"BTP033 - Sophia High School, Sankey Road",01:00–03:00,798.0
1103,False,12.926080338121547,77.5857439,181,12.787292817679559,Jayanagara,"BTP226 - 33rd Cross, 11th Main, Jayanagar",08:00–10:00,2314.5
1104,False,12.95587255757576,77.54631055454546,33,13.393939393939394,Byatarayanapura,"BTP094 - Sri Skanda Complex, Mysore Road",04:00–06:00,442.0
1105,False,12.938072176621105,77.57691692951026,53,8.962264150943396,Basavanagudi,BTP216 - Yediyur Junction,04:00–06:00,475.0
1106,False,12.98745649883041,77.54967923040935,171,9.608187134502923,Vijayanagara,BTP018 - Dhobi Ghat Junction,10:00–12:00,1643.0
1107,False,12.917263195294117,77.57824611411765,85,10.620588235294118,Jayanagara,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",06:00–08:00,902.75
1108,False,12.977236355609756,77.54556351365854,205,8.890243902439025,Vijayanagara,BTP068 - Veeresh Theatre Junction,11:00–13:00,1822.5
1109,False,12.986967382926828,77.59797085121951,41,5.774390243902439,Shivajinagar,BTP171 - Indian Express (Balekundri),06:00–08:00,236.75
1110,False,12.922477026368062,77.58100135108013,50,8.25,Jayanagara,"BTP190 - 36th Cross, 4th Main, Jayanagar",05:00–07:00,412.5
1111,False,12.968851087378642,77.58619345339805,103,12.516990291262136,Halasuru Gate,BTP075 - Police Corner,08:00–10:00,1289.25
1112,False,12.960663848484849,77.63854291515152,66,13.090909090909092,Halasur,BTP146 - Domlur Water Tank,10:00–12:00,864.0
1113,False,12.92002705609756,77.58293514390243,41,8.158536585365853,Jayanagara,"BTP191 - 40th Cross, 4th Main, Jayanagar",02:00–04:00,334.5
1114,False,12.968824398958333,77.54530205416667,96,8.606770833333334,Vijayanagara,BTP214 - 5th Main Chamrajpet  Junction,12:00–14:00,826.25
1115,False,12.99864595755627,77.54140129260449,311,5.545819935691318,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",09:00–11:00,1724.75
1116,False,12.957114233962265,77.57433816037735,53,7.471698113207547,V.V.Puram (C.Pet),BTP105 - Shivasankara Circle,07:00–09:00,396.0
1117,False,12.942097372727272,77.60844672727272,11,5.7727272727272725,Adugodi,BTP133 - Adugodi Junction,06:00–08:00,63.5
1118,False,12.981004156756757,77.59448258918918,37,12.952702702702704,Cubbon Park,BTP036 - Police Thimmaiah Circle (GPO),07:00–09:00,479.25000000000006
1119,False,12.949741834223891,77.57686984843534,48,10.385416666666666,V.V.Puram (C.Pet),BTP193 - Vasavi Circle,04:00–06:00,498.5
1120,False,12.953983232786884,77.59133481311476,61,11.327868852459016,Wilson Garden,BTP103 - Shanti Nagar TTMC,04:00–06:00,691.0
1121,False,12.948476945555555,77.58001555222222,90,8.025,Basavanagudi,BTP184 - Lalbagh West Gate,03:00–05:00,722.25
1122,False,12.962025375576037,77.59625323502304,217,6.1728110599078345,Ashok Nagar,"BTP101 - Blood Bank Circle, KH Road",03:00–05:00,1339.5
1123,False,12.928094261341853,77.58066901533546,313,9.472843450479234,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",08:00–10:00,2965.0
1124,False,12.968986183333334,77.61451594583333,24,12.041666666666666,Halasur,BTP141 - Palmgroove Junction,04:00–06:00,289.0
1125,False,12.962161256249999,77.61530626875,16,3.28125,Ashok Nagar,BTP142 - Lower Agram Road Junction,13:00–15:00,52.5
1126,False,12.95532003678161,77.59289419655173,87,12.698275862068966,Wilson Garden,"BTP102 - BMTC Junction, KH Road",09:00–11:00,1104.75
1127,False,12.927418758333333,77.61673612083334,24,12.0625,Madiwala,BTP138 - Sarjapur Road Check Post,03:00–05:00,289.5
1128,False,12.923670829411764,77.57443172941176,17,10.764705882352942,Banashankari,"BTP114 - KR Road Junction, Near JSS",07:00–09:00,183.0
1129,False,12.917150125581395,77.59703744186046,43,10.25,Jayanagara,"BTP202 - East End Main Road, Jayanagar",08:00–10:00,440.75
1130,False,12.927730168421053,77.5982772,19,12.078947368421053,Jayanagara,"BTP127 - Sagar Hospital, Jayanagar",07:00–09:00,229.5
1131,False,12.958055829411766,77.55254715294119,17,11.75,Chamarajpet,"BTP093 - Toll Gate, Mysore Road",02:00–04:00,199.75
1132,False,12.959619514285714,77.55531071714286,35,11.071428571428571,Chamarajpet,BTP092 - Bangalore Builders Junction,03:00–05:00,387.5
1133,False,12.922047786022505,77.56079459281005,13,7.865384615384615,Banashankari,BTP158 - Devegowda Petrol Bunk,03:00–05:00,102.25
1134,False,12.960466720720722,77.53003572072072,111,6.858108108108108,Byatarayanapura,BTP017 - Attiguppe Circle,11:00–13:00,761.25
1135,False,12.967264861764706,77.59423159411764,34,10.323529411764707,Halasuru Gate,BTP203 - RRMR Junction,06:00–08:00,351.0
1136,False,12.978464440000002,77.53811177333334,15,7.9,Vijayanagara,"BTP025 - Puttamma Choultry, Nagarbhavi",10:00–12:00,118.5
1137,False,12.945233234117648,77.52815952117646,85,12.99705882352941,Byatarayanapura,BTP098 - Nayandahalli Junction,00:00–02:00,1104.75
1138,False,13.01591759,77.58436969499999,20,10.1,R.T. Nagar,BTP030 - Mekhri Circle,03:00–05:00,202.0
1139,False,12.96687145625,77.5870784875,16,11.921875,Halasuru Gate,BTP077 - Halasuru Gate Junction,08:00–10:00,190.75
1140,False,12.93925189072971,77.58215956012745,121,7.053719008264463,Wilson Garden,"BTP186 - 9th Cross, 4th Main, Jayanagar",14:00–16:00,853.5
1141,False,12.920704931578948,77.60013608947368,19,12.789473684210526,Mico Layout,BTP128 - Gorappanapalya Junction,01:00–03:00,243.0
1142,False,12.954025846478874,77.58431167183099,71,11.96830985915493,City Market,BTP120 - Lalbagh Main Gate Junction,10:00–12:00,849.75
1143,False,12.96121133218391,77.63627904827587,87,11.094827586206897,Halasur,"BTP145 - Sri Hatti Maramma Circle, Domluru",04:00–06:00,965.25
1144,False,12.959687833333334,77.57128834166666,12,14.5,V.V.Puram (C.Pet),BTP212 - Minto Junction,01:00–03:00,174.0
1145,False,12.93731220625,77.58238380625,16,7.21875,Wilson Garden,BTP187 - South End Circle,17:00–19:00,115.5
1146,False,12.984126671428571,77.58170976285714,35,13.35,High ground,BTP053 - Three Let Junction,10:00–12:00,467.25
1147,False,12.952223473917098,77.57575532846315,32,9.234375,V.V.Puram (C.Pet),BTP106 - VV Puram College,13:00–15:00,295.5
1148,False,12.92969493,77.58060189166666,60,9.55,Jayanagara,"BTP188 - 27th Cross, 4th Main, Jayanagar",08:00–10:00,573.0
1149,False,12.944939343243243,77.5805458972973,37,13.60135135135135,Basavanagudi,BTP185 - RV Teachers College,04:00–06:00,503.25
1150,False,12.95757711111111,77.5693587962963,27,9.88888888888889,V.V.Puram (C.Pet),BTP217 - Baleyele Junction,07:00–09:00,267.0
1151,False,12.90637185,77.58138903,10,10.875,J.P. Nagar,"BTP200 - 15th Cross, 33rd Main, JP Nagar",07:00–09:00,108.75
1152,False,12.992566256,77.55789046133333,150,7.455,Rajajinagar,BTP009 - Prakash Nagar Junction,03:00–05:00,1118.25
1153,False,12.916988666666667,77.5949107102564,39,7.884615384615385,Jayanagara,"BTP179 - 9th Block, 28th Main, Jayanagar",13:00–15:00,307.5
1154,False,12.910156583333332,77.59579756666666,6,7.375,J.P. Nagar,"BTP198 - 9th Cross, 8th Main, JP Nagar",06:00–08:00,44.25
1155,False,12.970119799999999,77.61971478333334,6,14.75,Halasur,BTP143 - ASC Junction,03:00–05:00,88.5
1156,False,12.991479085,77.558177725,20,11.0125,Rajajinagar,BTP006 - Navarang Bar Junction,10:00–12:00,220.25
1157,False,12.949109233333333,77.57471551666667,6,11.0,V.V.Puram (C.Pet),BTP107 - National College Junction,02:00–04:00,66.0
1158,False,12.98477591304348,77.58828003478261,23,10.891304347826088,High ground,BTP035 - Basaweshwara Circle (LH) Junction,01:00–03:00,250.50000000000003
1159,False,12.92900725,77.5730113,6,9.333333333333334,Banashankari,"BTP112 - 14th Cross, KR Road",06:00–08:00,56.0
