hotspot_id,is_discovered_cluster,centroid_lat,centroid_lon,violation_count,avg_disruption_index,total_lane_width_reduction,police_station,location_name,junction_name,rank
1045,False,12.93117602041885,77.58459846020942,191,9.486910994764397,622.0,Jayanagara,"11th Main Road, Geetha Colony, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)","11th Main Road, Geetha Colony, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",106
135,True,12.941588065979381,77.56708885463918,194,8.177835051546392,612.0,Basavanagudi,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Discovered Cluster #135,107
1103,False,12.926080338121547,77.5857439,181,10.099447513812155,610.0,Jayanagara,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)","11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",108
1071,False,12.932043314193548,77.61291799032259,155,11.280645161290323,609.0,Adugodi,"Thavarekere Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)","Thavarekere Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",109
1076,False,12.990529225413711,77.55115152139716,186,7.255376344086022,608.5,Rajajinagar,"Chord Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","Chord Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",110
93,True,12.912498635918103,77.63541744849746,278,9.219424460431656,608.0,HSR Layout,"9th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",Discovered Cluster #93,111
159,True,13.04989776909091,77.59307931227272,220,10.840909090909092,606.5,Kodigehalli,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Discovered Cluster #159,112
1038,False,12.987833013374571,77.53748843619124,244,5.44672131147541,606.0,Vijayanagara,"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)","Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",113
90,True,12.993626796460177,77.66239929867257,226,10.150442477876107,597.5,Banaswadi,"Old Madras Road, Gopalan Signature Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Discovered Cluster #90,114
209,True,12.913605504564316,77.6053891373444,241,7.437759336099585,597.5,Mico Layout,"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",Discovered Cluster #209,115
42,True,12.926612974509803,77.60894490098039,102,16.970588235294116,589.0,Mico Layout,"Thavarekere Main Road, Brindavan Nagar, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",Discovered Cluster #42,116
139,True,13.000000342975206,77.61104801239671,242,4.991735537190083,589.0,Pulikeshinagar(F.Town),"Robertson Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Discovered Cluster #139,117
1011,False,12.914672044651162,77.60825404186046,215,8.125581395348837,581.0,Mico Layout,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)","7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",118
1073,False,12.974323229890409,77.55194069721873,245,8.00204081632653,570.5,Magadi Road,"G Narayana Kumar Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)","G Narayana Kumar Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",119
64,True,12.959424854950495,77.7160926920792,202,8.361386138613861,564.0,HAL Old Airport,"ITPL Main Road, Maruthi Emerald, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",Discovered Cluster #64,120
1030,False,12.945867522482375,77.57039015146333,174,6.462643678160919,557.5,Basavanagudi,"Gandhi Bazar Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)","Gandhi Bazar Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",121
1040,False,12.987082482702704,77.55520818594594,185,8.902702702702703,551.0,Rajajinagar,"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",122
1039,False,12.983448223257106,77.54859206339397,176,8.119318181818182,543.5,Magadi Road,"20th Main Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","20th Main Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",123
104,True,13.018666048713518,77.55816398167637,158,12.481012658227849,543.0,Yeshwanthpura,"CV Raman Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Discovered Cluster #104,124
34,True,12.970000112413793,77.63823031172414,145,11.058620689655172,537.5,Jeevanbheemanagar,"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #34,125
1074,False,12.99033687414634,77.55361042341463,205,7.802439024390244,534.5,Rajajinagar,"41st Cross Road, ESI Hospital Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","41st Cross Road, ESI Hospital Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",126
62,True,12.973016155001362,77.61997600539597,138,11.420289855072463,529.5,Halasur,"Murphy Road, 1 MG Road Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #62,127
156,True,13.121805773015874,77.63096377460317,126,10.551587301587302,517.5,Chikkajala,"Bellahali Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",Discovered Cluster #156,128
1101,False,12.978503076192984,77.54272474789111,188,5.773936170212766,514.5,Magadi Road,"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)","G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",129
1020,False,12.936720609482759,77.60269414051724,116,7.762931034482759,504.5,Mico Layout,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)","Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",130
1012,False,12.928852774657534,77.58262042876711,146,8.174657534246576,495.0,Jayanagara,"Diagonal Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)","Diagonal Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",131
1106,False,12.98745649883041,77.54967923040935,171,6.97953216374269,491.5,Vijayanagara,"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",132
1108,False,12.977236355609756,77.54556351365854,205,6.287804878048781,488.5,Vijayanagara,"1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)","1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",133
161,True,13.039979090082646,77.518564784573,121,13.400826446280991,484.0,Peenya,"Jalahalli Cross Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Discovered Cluster #161,134
6,True,12.969705592982455,77.64131652397661,171,11.976608187134502,466.0,Jeevanbheemanagar,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #6,135
1122,False,12.962025375576037,77.59625323502304,217,4.2695852534562215,447.5,Ashok Nagar,"Andree Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)","Andree Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",136
1137,False,12.945233234117648,77.52815952117646,85,10.858823529411765,443.5,Byatarayanapura,"Mysore Road, Joythi Nagar, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560039 (India)","Mysore Road, Joythi Nagar, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560039 (India)",137
5,True,12.996314523502303,77.5631519843318,217,6.076036866359447,443.5,Sheshadripuram,"4th Main Road, Nagappa Block, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",Discovered Cluster #5,138
132,True,13.034791890243902,77.62476544390243,82,16.134146341463413,441.0,K.G. Halli,"5th Cross Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Discovered Cluster #132,139
198,True,12.94752151372549,77.69896826764706,102,20.441176470588236,417.0,HAL Old Airport,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",Discovered Cluster #198,140
1088,False,12.980998947674381,77.58787399565288,116,7.008620689655173,406.5,Cubbon Park,"D Devaraj Urs Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)","D Devaraj Urs Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",141
1059,False,12.962781155978261,77.59836376793479,184,4.608695652173913,397.5,Ashok Nagar,"Cronwell Road, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)","Cronwell Road, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",142
1046,False,12.968066137333334,77.58874301266665,150,5.426666666666667,395.0,Halasuru Gate,"Kasturba Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","Kasturba Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",143
35,True,13.023604031707318,77.58492314308943,123,5.5,394.0,R.T. Nagar,"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Discovered Cluster #35,144
150,True,13.028930251392786,77.5396404123301,103,16.349514563106798,390.5,Yeshwanthpura,"Mumbai Bengaluru Highway, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Discovered Cluster #150,145
60,True,12.87593834226804,77.64790716494845,97,6.201030927835052,375.0,Hulimavu,"Hosur Road, Total Environment Greensleeves, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",Discovered Cluster #60,146
92,True,13.008499407194245,77.54298583956835,139,7.931654676258993,372.0,Rajajinagar,"8th Main Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",Discovered Cluster #92,147
129,True,12.930894650588234,77.60649170764705,170,5.1,371.0,Mico Layout,"1st Main Road, Bharthi Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",Discovered Cluster #129,148
1048,False,12.96054626724138,77.58723999655173,116,9.163793103448276,360.0,Halasuru Gate,"1st Cross Road, CSI Compound, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)","1st Cross Road, CSI Compound, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",149
181,True,12.978165185714285,77.63936402571429,140,5.682142857142857,360.0,Jeevanbheemanagar,"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",Discovered Cluster #181,150
98,True,12.9735865125,77.6075706797619,168,4.613095238095238,359.0,Ashok Nagar,"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Discovered Cluster #98,151
1003,False,12.988444108779458,77.59184861866619,122,5.872950819672131,356.5,High ground,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",152
1079,False,12.958067217699115,77.58128097345133,113,5.221238938053097,356.5,City Market,"Model Road, Ryders Junction, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)","Model Road, Ryders Junction, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",153
1111,False,12.968851087378642,77.58619345339805,103,7.087378640776699,352.5,Halasuru Gate,"District Office Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","District Office Road, Cubbonpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",154
227,True,12.968545786666667,77.64987523866667,75,13.666666666666666,351.0,Jeevanbheemanagar,"Jeevan Bhima Nagar Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #227,155
246,True,12.991585602884614,77.65230233269232,104,3.375,351.0,Banaswadi,"Railway Line Road, NGEF Layout, Benaiganahalli, Bengaluru, Karnataka. Pin-560038 (India)",Discovered Cluster #246,156
1061,False,12.976506216831684,77.5852301940594,101,6.9405940594059405,350.5,Upparpet,"Palace Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Palace Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",157
9,True,12.934973686144577,77.53646993012049,166,6.051204819277109,344.0,Banashankari,"8th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",Discovered Cluster #9,158
41,True,13.063107894285714,77.59189022666666,105,9.514285714285714,334.0,Kodigehalli,"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",Discovered Cluster #41,159
107,True,12.888711154014599,77.56278032481751,137,6.916058394160584,333.5,Thalagattapura,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",Discovered Cluster #107,160
1057,False,12.911531048672567,77.58609670884955,113,8.814159292035399,333.5,J.P. Nagar,"9th Cross Road, Mayura Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)","9th Cross Road, Mayura Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",161
1027,False,12.928324412598425,77.58584631181103,127,7.724409448818897,327.0,Jayanagara,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)","11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",162
1152,False,12.992566256,77.55789046133333,150,6.54,320.0,Rajajinagar,"7th Cross Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)","7th Cross Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",163
119,True,13.027618186231884,77.5425691115942,138,11.380434782608695,319.5,Yeshwanthpura,"Mumbai Bengaluru Highway, Cardinal One, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Discovered Cluster #119,164
1087,False,12.977445537190082,77.59054647520661,121,5.231404958677686,316.5,Cubbon Park,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",165
1086,False,12.979845745544555,77.5924834049505,101,6.148514851485149,310.5,Cubbon Park,"Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",166
1081,False,12.912213550442479,77.57330892035398,113,8.079646017699115,309.5,Jayanagara,"Konanakunte Main Road, Prestige Brooklyn Heights, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)","Konanakunte Main Road, Prestige Brooklyn Heights, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",167
105,True,12.989804036134453,77.57303805630251,119,5.7100840336134455,304.0,Sheshadripuram,"Sirur Park Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",Discovered Cluster #105,168
83,True,13.047485033103447,77.57610216137931,145,4.593103448275862,301.5,Kodigehalli,"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Discovered Cluster #83,169
20,True,12.985387342418527,77.60545323894738,114,6.447368421052632,301.5,Shivajinagar,"MPV Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",Discovered Cluster #20,170
1018,False,12.94573485339806,77.5957099815534,103,7.504854368932039,299.5,Wilson Garden,"1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)","1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",171
47,True,12.906855994832544,77.54601959395261,80,10.525,299.0,K.S. Layout,"Subramanyapura Main Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",Discovered Cluster #47,172
3,True,12.912422890295494,77.63350477925292,173,5.07514450867052,296.0,HSR Layout,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",Discovered Cluster #3,173
1126,False,12.95532003678161,77.59289419655173,87,8.551724137931034,295.0,Wilson Garden,"BTS Main Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)","BTS Main Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",174
147,True,12.84072592323576,77.67671737412081,83,10.53012048192771,293.0,Electronic City,"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India)",Discovered Cluster #147,175
1107,False,12.917263195294117,77.57824611411765,85,9.935294117647059,290.0,Jayanagara,"46th Cross Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)","46th Cross Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",176
1025,False,12.9350359976,77.5846406392,125,5.964,290.0,Jayanagara,"Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)","Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",177
176,True,13.015271806827558,77.55511406080542,69,20.26086956521739,286.0,Malleshwaram,"Mumbai Bengaluru Highway, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Discovered Cluster #176,178
102,True,12.9252316375,77.63399860833334,72,4.416666666666667,283.0,Adugodi,"Sarjapur Marathahalli Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",Discovered Cluster #102,179
1098,False,12.947718018571427,77.5915983157143,70,8.8,281.0,Wilson Garden,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)","Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",180
1006,False,12.962575253521127,77.55813406760564,71,10.80281690140845,280.0,Magadi Road,"JJR Main Road, Tippu Chowk, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)","JJR Main Road, Tippu Chowk, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",181
1143,False,12.96121133218391,77.63627904827587,87,6.540229885057471,277.0,Halasur,"Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)","Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",182
169,True,12.972338954666668,77.62600084133334,75,10.446666666666667,276.5,Halasur,"1st Cross Road, Ranka Court, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #169,183
140,True,12.93745883740458,77.58518941450382,131,4.438931297709924,269.0,Wilson Garden,"T Mariyappa Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",Discovered Cluster #140,184
1140,False,12.93925189072971,77.58215956012745,121,5.371900826446281,266.5,Wilson Garden,"9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)","9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",185
79,True,13.034572136404526,77.55732556466755,98,5.489795918367347,266.0,Yeshwanthpura,"MS Ramaiah Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)",Discovered Cluster #79,186
124,True,12.951586698347787,77.71745054824036,61,4.352459016393443,265.5,Whitefield,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",Discovered Cluster #124,187
1019,False,12.926756434821428,77.55078105267857,112,4.424107142857143,265.5,Banashankari,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)","Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",188
1094,False,12.91636216,77.58526277749999,80,9.91875,264.5,J.P. Nagar,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)","9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",189
153,True,12.964374751145037,77.54045670076336,131,2.1030534351145036,257.5,Vijayanagara,"Sri Sankasta Hara Ganapati Temple Road, Hampi Nagar, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",Discovered Cluster #153,190
1041,False,12.951029214285715,77.60665308571429,70,9.835714285714285,257.0,Ashok Nagar,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)","Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",191
165,True,12.991117924418605,77.57166369651162,86,7.837209302325581,256.0,Sheshadripuram,"Sri Venkataranga Iyengar Road, Sirur Park Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",Discovered Cluster #165,192
1114,False,12.968824398958333,77.54530205416667,96,7.1875,253.0,Vijayanagara,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)","4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",193
54,True,13.045848827272726,77.75035733636363,77,8.331168831168831,248.0,K.R. Pura,"1st Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",Discovered Cluster #54,194
1102,False,12.990447492753622,77.58861449275363,138,3.510869565217391,240.0,High ground,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",195
158,True,12.932532707058822,77.63157715999999,85,8.435294117647059,239.0,Adugodi,"Srinivagilu Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",Discovered Cluster #158,196
148,True,12.920904916845132,77.66538095244074,103,9.470873786407767,236.5,Bellandur,"Outer Ring Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",Discovered Cluster #148,197
1112,False,12.960663848484849,77.63854291515152,66,8.242424242424242,236.0,Halasur,"Kempegowda Road, Domlur, Bengaluru, Karnataka. Pin-560071 (India)","Kempegowda Road, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",198
86,True,12.975327068852458,77.62022805081966,61,7.680327868852459,235.0,Halasur,"Murphy Road, Begum Mahal Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #86,199
1096,False,12.960801483333334,77.56341168055556,36,13.25,234.0,Chamarajpet,"Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)","Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",200
49,True,13.063405126086957,77.58690436956522,69,10.028985507246377,232.0,Kodigehalli,"15th Cross Road, Oscar Orchards, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",Discovered Cluster #49,201
1142,False,12.954025846478874,77.58431167183099,71,8.45774647887324,231.0,City Market,"Karumbigal Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)","Karumbigal Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",202
1068,False,12.982308775675676,77.59866136621622,74,6.1891891891891895,226.0,Shivajinagar,"Infantry Road, Queens Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Infantry Road, Queens Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",203
189,True,12.91253821111111,77.68084690555555,72,9.222222222222221,224.0,Bellandur,"Sarjapura Main Road, Salarpuria Sanctity, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",Discovered Cluster #189,204
1099,False,12.940692755208334,77.57254685104166,96,4.421875,224.0,Basavanagudi,"Nettakallappa Circle, Nattakallappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)","Nettakallappa Circle, Nattakallappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",205
1029,False,12.955013827380954,77.58042188928572,84,5.142857142857143,221.5,City Market,"Kondajji Basappa Road, Minerva Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)","Kondajji Basappa Road, Minerva Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",206
1080,False,12.96585247051282,77.58539381923077,78,8.166666666666666,220.0,Halasuru Gate,"Sri Dharmaraya Swamy Temple Main Road, Halsurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","Sri Dharmaraya Swamy Temple Main Road, Halsurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",207
143,True,12.935869324528301,77.51803724528303,106,4.150943396226415,220.0,Byatarayanapura,"Sri Sri Sri Tiruchi Mahaswamiji Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",Discovered Cluster #143,208
122,True,13.003451515384615,77.72349257230769,65,10.061538461538461,219.0,K.R. Pura,"Kodigehalli Main Road, Aryav Greenfields, Kadugodi, KR Puram, Bengaluru, Karnataka. Pin-560067 (India)",Discovered Cluster #122,209
1078,False,12.904714757894736,77.58659179824562,57,10.307017543859649,216.5,J.P. Nagar,"24th Main Road, Shamanna Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)","24th Main Road, Shamanna Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",210
164,True,12.913750757806472,77.67806428090448,92,6.684782608695652,215.5,Bellandur,"Sarjapura Main Road, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",Discovered Cluster #164,211
57,True,13.027076698484848,77.57912885454544,66,4.378787878787879,215.0,Kodigehalli,"80 Feet Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Discovered Cluster #57,212
221,True,12.971546839423077,77.61816730096153,104,2.3028846153846154,212.5,Halasur,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Discovered Cluster #221,213
